geo,edad,Año,valor
Italy,Y25-54,2011,7.5
Lithuania,Y25-54,2011,14.3
Luxembourg,Y25-54,2011,4.3
Latvia,Y25-54,2011,14.8
Montenegro,Y25-54,2011,19.3
North Macedonia,Y25-54,2011,28.7
Malta,Y25-54,2011,5.4
Netherlands,Y25-54,2011,3.9
Norway,Y25-54,2011,2.7
Poland,Y25-54,2011,8.2
Portugal,Y25-54,2011,11.9
Romania,Y25-54,2011,6.3
Serbia,Y25-54,2011,22.4
Sweden,Y25-54,2011,5.7
Slovenia,Y25-54,2011,7.8
Slovakia,Y25-54,2011,12.1
Turkey,Y25-54,2011,7.7
United Kingdom,Y25-54,2011,6.1
Austria,Y55-64,2011,3.6
Belgium,Y55-64,2011,4
Bulgaria,Y55-64,2011,8.8
Switzerland,Y55-64,2011,3.5
Cyprus,Y55-64,2011,4.9
Czechia,Y55-64,2011,5.8
Germany (until 1990 former territory of the FRG),Y55-64,2011,6.4
Denmark,Y55-64,2011,5.8
Euro area - 19 countries  (from 2015),Y55-64,2011,7.3
Estonia,Y55-64,2011,11.6
Greece,Y55-64,2011,8.4
Spain,Y55-64,2011,15.1
European Union - 27 countries (from 2020),Y55-64,2011,7
European Union - 28 countries (2013-2020),Y55-64,2011,6.8
Finland,Y55-64,2011,6.4
France,Y55-64,2011,5.7
Croatia,Y55-64,2011,7.7
Hungary,Y55-64,2011,9.2
Ireland,Y55-64,2011,9.7
Iceland,Y55-64,2011,5.5
Italy,Y55-64,2011,3.8
Lithuania,Y55-64,2011,13.4
Luxembourg,Y55-64,2011,2.8
Latvia,Y55-64,2011,14.9
Montenegro,Y55-64,2011,11.8
North Macedonia,Y55-64,2011,28.2
Malta,Y55-64,2011,2.9
Netherlands,Y55-64,2011,4.7
Norway,Y55-64,2011,1.2
Poland,Y55-64,2011,6.9
Portugal,Y55-64,2011,10.8
Romania,Y55-64,2011,3.7
Serbia,Y55-64,2011,14.8
Sweden,Y55-64,2011,5.2
Slovenia,Y55-64,2011,6.3
Slovakia,Y55-64,2011,10.1
Turkey,Y55-64,2011,4.3
United Kingdom,Y55-64,2011,5
Austria,Y15-24,2012,9.4
Belgium,Y15-24,2012,19.8
Bulgaria,Y15-24,2012,28.1
Switzerland,Y15-24,2012,8.3
Cyprus,Y15-24,2012,27.7
Czechia,Y15-24,2012,19.5
Germany (until 1990 former territory of the FRG),Y15-24,2012,8
Denmark,Y15-24,2012,15.8
Euro area - 19 countries  (from 2015),Y15-24,2012,23.5
Estonia,Y15-24,2012,20.9
Greece,Y15-24,2012,55.3
Spain,Y15-24,2012,52.9
European Union - 27 countries (from 2020),Y15-24,2012,23.7
European Union - 28 countries (2013-2020),Y15-24,2012,23.2
Finland,Y15-24,2012,19
France,Y15-24,2012,23.7
Croatia,Y15-24,2012,42.1
Hungary,Y15-24,2012,28.2
Ireland,Y15-24,2012,30.8
Iceland,Y15-24,2012,13.5
Italy,Y15-24,2012,35.3
Lithuania,Y15-24,2012,26.7
Luxembourg,Y15-24,2012,18.8
Latvia,Y15-24,2012,28.5
Montenegro,Y15-24,2012,42.2
North Macedonia,Y15-24,2012,53.9
Malta,Y15-24,2012,13.8
Netherlands,Y15-24,2012,11.7
Norway,Y15-24,2012,8.5
Poland,Y15-24,2012,26.5
Portugal,Y15-24,2012,37.9
Romania,Y15-24,2012,22.6
Serbia,Y15-24,2012,51.2
Sweden,Y15-24,2012,23.6
Slovenia,Y15-24,2012,20.6
Slovakia,Y15-24,2012,34
Turkey,Y15-24,2012,15.7
United Kingdom,Y15-24,2012,21.2
Austria,Y15-74,2012,4.9
Belgium,Y15-74,2012,7.6
Bulgaria,Y15-74,2012,12.3
Switzerland,Y15-74,2012,4.5
Cyprus,Y15-74,2012,11.9
Czechia,Y15-74,2012,7
Germany (until 1990 former territory of the FRG),Y15-74,2012,5.4
Denmark,Y15-74,2012,7.8
Euro area - 19 countries  (from 2015),Y15-74,2012,11.3
Estonia,Y15-74,2012,10
Greece,Y15-74,2012,24.5
Spain,Y15-74,2012,24.8
European Union - 27 countries (from 2020),Y15-74,2012,10.8
European Union - 28 countries (2013-2020),Y15-74,2012,10.5
Finland,Y15-74,2012,7.7
France,Y15-74,2012,9.4
Croatia,Y15-74,2012,16
Hungary,Y15-74,2012,11
Ireland,Y15-74,2012,15.5
Iceland,Y15-74,2012,6
Italy,Y15-74,2012,10.7
Lithuania,Y15-74,2012,13.4
Luxembourg,Y15-74,2012,5.1
Latvia,Y15-74,2012,15
Montenegro,Y15-74,2012,20
North Macedonia,Y15-74,2012,31
Malta,Y15-74,2012,6.2
Netherlands,Y15-74,2012,5.8
Norway,Y15-74,2012,3.1
Poland,Y15-74,2012,10.1
Portugal,Y15-74,2012,15.8
Romania,Y15-74,2012,6.8
Serbia,Y15-74,2012,24.1
Sweden,Y15-74,2012,8
Slovenia,Y15-74,2012,8.9
Slovakia,Y15-74,2012,14
Turkey,Y15-74,2012,8.2
United Kingdom,Y15-74,2012,7.9
Austria,Y20-64,2012,4.7
Belgium,Y20-64,2012,7.4
Bulgaria,Y20-64,2012,12
Switzerland,Y20-64,2012,4.4
Cyprus,Y20-64,2012,11.8
Czechia,Y20-64,2012,6.8
Germany (until 1990 former territory of the FRG),Y20-64,2012,5.4
Denmark,Y20-64,2012,7.2
Euro area - 19 countries  (from 2015),Y20-64,2012,11.1
Estonia,Y20-64,2012,10
Greece,Y20-64,2012,24.3
Spain,Y20-64,2012,24.3
European Union - 27 countries (from 2020),Y20-64,2012,10.6
European Union - 28 countries (2013-2020),Y20-64,2012,10.1
Finland,Y20-64,2012,7
France,Y20-64,2012,9
Croatia,Y20-64,2012,15.5
Hungary,Y20-64,2012,10.9
Ireland,Y20-64,2012,14.9
Iceland,Y20-64,2012,5.3
Italy,Y20-64,2012,10.3
Lithuania,Y20-64,2012,13.5
Luxembourg,Y20-64,2012,5
Latvia,Y20-64,2012,14.9
Montenegro,Y20-64,2012,19.6
North Macedonia,Y20-64,2012,30.7
Malta,Y20-64,2012,5.3
Netherlands,Y20-64,2012,5.2
Norway,Y20-64,2012,2.8
Poland,Y20-64,2012,10
Portugal,Y20-64,2012,15.8
Romania,Y20-64,2012,6.7
Serbia,Y20-64,2012,24
Sweden,Y20-64,2012,7.1
Slovenia,Y20-64,2012,8.9
Slovakia,Y20-64,2012,13.6
Turkey,Y20-64,2012,8
United Kingdom,Y20-64,2012,6.9
Austria,Y25-29,2012,6.5
Belgium,Y25-29,2012,11.1
Bulgaria,Y25-29,2012,15.9
Switzerland,Y25-29,2012,5.9
Cyprus,Y25-29,2012,15.7
Czechia,Y25-29,2012,8.9
Germany (until 1990 former territory of the FRG),Y25-29,2012,6.5
Denmark,Y25-29,2012,11.4
Euro area - 19 countries  (from 2015),Y25-29,2012,15.5
Estonia,Y25-29,2012,10.8
Greece,Y25-29,2012,37.4
Spain,Y25-29,2012,31.5
European Union - 27 countries (from 2020),Y25-29,2012,14.7
European Union - 28 countries (2013-2020),Y25-29,2012,13.9
Finland,Y25-29,2012,8.9
France,Y25-29,2012,12.6
Croatia,Y25-29,2012,24.1
Hungary,Y25-29,2012,13.8
Ireland,Y25-29,2012,17.9
Iceland,Y25-29,2012,7.5
Italy,Y25-29,2012,18.1
Lithuania,Y25-29,2012,14.3
Luxembourg,Y25-29,2012,6.7
Latvia,Y25-29,2012,14.6
Montenegro,Y25-29,2012,27
North Macedonia,Y25-29,2012,41.5
Malta,Y25-29,2012,5.4
Netherlands,Y25-29,2012,5.6
Norway,Y25-29,2012,4.3
Poland,Y25-29,2012,13.1
Portugal,Y25-29,2012,20
Romania,Y25-29,2012,10.3
Serbia,Y25-29,2012,35.3
Sweden,Y25-29,2012,9.5
Slovenia,Y25-29,2012,15
Slovakia,Y25-29,2012,17.9
Turkey,Y25-29,2012,10.9
United Kingdom,Y25-29,2012,8.7
Austria,Y25-54,2012,4.3
Belgium,Y25-54,2012,6.7
Bulgaria,Y25-54,2012,11.3
Switzerland,Y25-54,2012,4.1
Cyprus,Y25-54,2012,10.5
Czechia,Y25-54,2012,6.1
Germany (until 1990 former territory of the FRG),Y25-54,2012,5
Denmark,Y25-54,2012,6.8
Euro area - 19 countries  (from 2015),Y25-54,2012,10.6
Estonia,Y25-54,2012,9.5
Greece,Y25-54,2012,23.7
Spain,Y25-54,2012,23.3
European Union - 27 countries (from 2020),Y25-54,2012,10
European Union - 28 countries (2013-2020),Y25-54,2012,9.5
Finland,Y25-54,2012,6.1
France,Y25-54,2012,8.3
Croatia,Y25-54,2012,14.5
Hungary,Y25-54,2012,10
Ireland,Y25-54,2012,14
Iceland,Y25-54,2012,4.6
Italy,Y25-54,2012,9.6
Lithuania,Y25-54,2012,12.6
Luxembourg,Y25-54,2012,4.5
Latvia,Y25-54,2012,13.7
Montenegro,Y25-54,2012,19.2
North Macedonia,Y25-54,2012,29
Malta,Y25-54,2012,5
Netherlands,Y25-54,2012,4.6
Norway,Y25-54,2012,2.6
Poland,Y25-54,2012,8.8
Portugal,Y25-54,2012,14.7
Romania,Y25-54,2012,6.1
Serbia,Y25-54,2012,23.3
Sweden,Y25-54,2012,5.9
Slovenia,Y25-54,2012,8.3
Slovakia,Y25-54,2012,12.4
Turkey,Y25-54,2012,7.2
United Kingdom,Y25-54,2012,5.9
Austria,Y55-64,2012,3.4
Belgium,Y55-64,2012,4.5
Bulgaria,Y55-64,2012,10.4
Switzerland,Y55-64,2012,3.4
Cyprus,Y55-64,2012,9.7
Czechia,Y55-64,2012,5.8
Germany (until 1990 former territory of the FRG),Y55-64,2012,5.9
Denmark,Y55-64,2012,5.8
Euro area - 19 countries  (from 2015),Y55-64,2012,8
Estonia,Y55-64,2012,7.2
Greece,Y55-64,2012,13.5
Spain,Y55-64,2012,18
European Union - 27 countries (from 2020),Y55-64,2012,7.6
European Union - 28 countries (2013-2020),Y55-64,2012,7.3
Finland,Y55-64,2012,6.6
France,Y55-64,2012,6.2
Croatia,Y55-64,2012,10.4
Hungary,Y55-64,2012,8.4
Ireland,Y55-64,2012,10.7
Iceland,Y55-64,2012,4.2
Italy,Y55-64,2012,5.3
Lithuania,Y55-64,2012,11.9
Luxembourg,Y55-64,2012,2.1
Latvia,Y55-64,2012,14.7
Montenegro,Y55-64,2012,9.1
North Macedonia,Y55-64,2012,25.1
Malta,Y55-64,2012,4.2
Netherlands,Y55-64,2012,5.3
Norway,Y55-64,2012,1.2
Poland,Y55-64,2012,7.4
Portugal,Y55-64,2012,12.7
Romania,Y55-64,2012,3.4
Serbia,Y55-64,2012,17.1
Sweden,Y55-64,2012,5.2
Slovenia,Y55-64,2012,6.2
Slovakia,Y55-64,2012,11.2
Turkey,Y55-64,2012,3.9
United Kingdom,Y55-64,2012,4.9
Austria,Y15-24,2013,9.7
Belgium,Y15-24,2013,23.7
Bulgaria,Y15-24,2013,28.4
Switzerland,Y15-24,2013,8.7
Cyprus,Y15-24,2013,38.9
Czechia,Y15-24,2013,19
Germany (until 1990 former territory of the FRG),Y15-24,2013,7.8
Denmark,Y15-24,2013,14.8
Euro area - 19 countries  (from 2015),Y15-24,2013,24.2
Estonia,Y15-24,2013,18.7
Greece,Y15-24,2013,58.3
Spain,Y15-24,2013,55.5
European Union - 27 countries (from 2020),Y15-24,2013,24.4
European Union - 28 countries (2013-2020),Y15-24,2013,23.7
Finland,Y15-24,2013,19.9
France,Y15-24,2013,24.1
Croatia,Y15-24,2013,50
Hungary,Y15-24,2013,26.6
Ireland,Y15-24,2013,26.7
Iceland,Y15-24,2013,10.6
Italy,Y15-24,2013,40
Lithuania,Y15-24,2013,21.9
Luxembourg,Y15-24,2013,15.5
Latvia,Y15-24,2013,23.2
Montenegro,Y15-24,2013,40.5
North Macedonia,Y15-24,2013,51.9
Malta,Y15-24,2013,12.7
Netherlands,Y15-24,2013,13.2
Norway,Y15-24,2013,9.1
Poland,Y15-24,2013,27.3
Portugal,Y15-24,2013,38.1
Romania,Y15-24,2013,23.7
Serbia,Y15-24,2013,49.4
Sweden,Y15-24,2013,23.5
Slovenia,Y15-24,2013,21.6
Slovakia,Y15-24,2013,33.7
Turkey,Y15-24,2013,16.9
United Kingdom,Y15-24,2013,20.7
Austria,Y15-74,2013,5.4
Belgium,Y15-74,2013,8.4
Bulgaria,Y15-74,2013,13
Switzerland,Y15-74,2013,4.8
Cyprus,Y15-74,2013,15.9
Czechia,Y15-74,2013,7
Germany (until 1990 former territory of the FRG),Y15-74,2013,5.2
Denmark,Y15-74,2013,7.4
Euro area - 19 countries  (from 2015),Y15-74,2013,12
Estonia,Y15-74,2013,8.6
Greece,Y15-74,2013,27.5
Spain,Y15-74,2013,26.1
European Union - 27 countries (from 2020),Y15-74,2013,11.4
European Union - 28 countries (2013-2020),Y15-74,2013,10.8
Finland,Y15-74,2013,8.2
France,Y15-74,2013,9.9
Croatia,Y15-74,2013,17.3
Hungary,Y15-74,2013,10.2
Ireland,Y15-74,2013,13.8
Iceland,Y15-74,2013,5.4
Italy,Y15-74,2013,12.2
Lithuania,Y15-74,2013,11.8
Luxembourg,Y15-74,2013,5.9
Latvia,Y15-74,2013,11.9
Montenegro,Y15-74,2013,19.5
North Macedonia,Y15-74,2013,29
Malta,Y15-74,2013,6.1
Netherlands,Y15-74,2013,7.3
Norway,Y15-74,2013,3.4
Poland,Y15-74,2013,10.3
Portugal,Y15-74,2013,16.4
Romania,Y15-74,2013,7.1
Serbia,Y15-74,2013,22.3
Sweden,Y15-74,2013,8.1
Slovenia,Y15-74,2013,10.1
Slovakia,Y15-74,2013,14.2
Turkey,Y15-74,2013,8.8
United Kingdom,Y15-74,2013,7.5
Austria,Y20-64,2013,5.1
Belgium,Y20-64,2013,8.3
Bulgaria,Y20-64,2013,12.7
Switzerland,Y20-64,2013,4.6
Cyprus,Y20-64,2013,15.8
Czechia,Y20-64,2013,6.8
Germany (until 1990 former territory of the FRG),Y20-64,2013,5.2
Denmark,Y20-64,2013,6.9
Euro area - 19 countries  (from 2015),Y20-64,2013,11.8
Estonia,Y20-64,2013,8.6
Greece,Y20-64,2013,27.3
Spain,Y20-64,2013,25.6
European Union - 27 countries (from 2020),Y20-64,2013,11.2
European Union - 28 countries (2013-2020),Y20-64,2013,10.6
Finland,Y20-64,2013,7.5
France,Y20-64,2013,9.6
Croatia,Y20-64,2013,16.6
Hungary,Y20-64,2013,10
Ireland,Y20-64,2013,13.3
Iceland,Y20-64,2013,4.8
Italy,Y20-64,2013,11.9
Lithuania,Y20-64,2013,11.9
Luxembourg,Y20-64,2013,5.7
Latvia,Y20-64,2013,11.9
Montenegro,Y20-64,2013,19
North Macedonia,Y20-64,2013,28.5
Malta,Y20-64,2013,5.5
Netherlands,Y20-64,2013,6.7
Norway,Y20-64,2013,3
Poland,Y20-64,2013,10.2
Portugal,Y20-64,2013,16.5
Romania,Y20-64,2013,7.1
Serbia,Y20-64,2013,22.4
Sweden,Y20-64,2013,7.1
Slovenia,Y20-64,2013,10.2
Slovakia,Y20-64,2013,13.9
Turkey,Y20-64,2013,8.6
United Kingdom,Y20-64,2013,6.7
Austria,Y25-29,2013,7.3
Belgium,Y25-29,2013,11.5
Bulgaria,Y25-29,2013,17.6
Switzerland,Y25-29,2013,6.6
Cyprus,Y25-29,2013,20.6
Czechia,Y25-29,2013,8.1
Germany (until 1990 former territory of the FRG),Y25-29,2013,6.7
Denmark,Y25-29,2013,10.4
Euro area - 19 countries  (from 2015),Y25-29,2013,16.8
Estonia,Y25-29,2013,10
Greece,Y25-29,2013,43.3
Spain,Y25-29,2013,33.3
European Union - 27 countries (from 2020),Y25-29,2013,15.6
European Union - 28 countries (2013-2020),Y25-29,2013,14.6
Finland,Y25-29,2013,9.5
France,Y25-29,2013,13.8
Croatia,Y25-29,2013,23.4
Hungary,Y25-29,2013,11.9
Ireland,Y25-29,2013,15.8
Iceland,Y25-29,2013,7.3
Italy,Y25-29,2013,22.2
Lithuania,Y25-29,2013,13.4
Luxembourg,Y25-29,2013,8.6
Latvia,Y25-29,2013,11.3
Montenegro,Y25-29,2013,24.3
North Macedonia,Y25-29,2013,40.5
Malta,Y25-29,2013,5.5
Netherlands,Y25-29,2013,7.4
Norway,Y25-29,2013,5.3
Poland,Y25-29,2013,13.6
Portugal,Y25-29,2013,21.9
Romania,Y25-29,2013,10.6
Serbia,Y25-29,2013,35.7
Sweden,Y25-29,2013,9.3
Slovenia,Y25-29,2013,17.4
Slovakia,Y25-29,2013,18.6
Turkey,Y25-29,2013,11.5
United Kingdom,Y25-29,2013,8.1
Austria,Y25-54,2013,4.9
Belgium,Y25-54,2013,7.4
Bulgaria,Y25-54,2013,11.8
Switzerland,Y25-54,2013,4.5
Cyprus,Y25-54,2013,13.9
Czechia,Y25-54,2013,6.2
Germany (until 1990 former territory of the FRG),Y25-54,2013,4.9
Denmark,Y25-54,2013,6.5
Euro area - 19 countries  (from 2015),Y25-54,2013,11.3
Estonia,Y25-54,2013,8.3
Greece,Y25-54,2013,26.9
Spain,Y25-54,2013,24.5
European Union - 27 countries (from 2020),Y25-54,2013,10.6
European Union - 28 countries (2013-2020),Y25-54,2013,10
Finland,Y25-54,2013,6.6
France,Y25-54,2013,8.7
Croatia,Y25-54,2013,15.5
Hungary,Y25-54,2013,9.1
Ireland,Y25-54,2013,12.4
Iceland,Y25-54,2013,4.6
Italy,Y25-54,2013,11.2
Lithuania,Y25-54,2013,11
Luxembourg,Y25-54,2013,5.3
Latvia,Y25-54,2013,11
Montenegro,Y25-54,2013,18.6
North Macedonia,Y25-54,2013,26.9
Malta,Y25-54,2013,5
Netherlands,Y25-54,2013,6
Norway,Y25-54,2013,2.9
Poland,Y25-54,2013,9
Portugal,Y25-54,2013,15.5
Romania,Y25-54,2013,6.4
Serbia,Y25-54,2013,22
Sweden,Y25-54,2013,6.1
Slovenia,Y25-54,2013,9.7
Slovakia,Y25-54,2013,12.8
Turkey,Y25-54,2013,7.6
United Kingdom,Y25-54,2013,5.7
Austria,Y55-64,2013,3.8
Belgium,Y55-64,2013,5.4
Bulgaria,Y55-64,2013,12.4
Switzerland,Y55-64,2013,3.3
Cyprus,Y55-64,2013,12.4
Czechia,Y55-64,2013,5.8
Germany (until 1990 former territory of the FRG),Y55-64,2013,5.7
Denmark,Y55-64,2013,5.5
Euro area - 19 countries  (from 2015),Y55-64,2013,8.5
Estonia,Y55-64,2013,6
Greece,Y55-64,2013,16.2
Spain,Y55-64,2013,20
European Union - 27 countries (from 2020),Y55-64,2013,8.1
European Union - 28 countries (2013-2020),Y55-64,2013,7.7
Finland,Y55-64,2013,7
France,Y55-64,2013,7
Croatia,Y55-64,2013,9.9
Hungary,Y55-64,2013,8.1
Ireland,Y55-64,2013,10.8
Iceland,Y55-64,2013,3.2
Italy,Y55-64,2013,5.7
Lithuania,Y55-64,2013,11.2
Luxembourg,Y55-64,2013,4.7
Latvia,Y55-64,2013,10.5
Montenegro,Y55-64,2013,10.2
North Macedonia,Y55-64,2013,24.1
Malta,Y55-64,2013,5.3
Netherlands,Y55-64,2013,6.8
Norway,Y55-64,2013,1.3
Poland,Y55-64,2013,7.7
Portugal,Y55-64,2013,13.7
Romania,Y55-64,2013,3.7
Serbia,Y55-64,2013,15.2
Sweden,Y55-64,2013,5.1
Slovenia,Y55-64,2013,7
Slovakia,Y55-64,2013,11
Turkey,Y55-64,2013,4.7
United Kingdom,Y55-64,2013,4.8
Austria,Y15-24,2014,10.3
Belgium,Y15-24,2014,23.2
Bulgaria,Y15-24,2014,23.8
Switzerland,Y15-24,2014,8.6
Cyprus,Y15-24,2014,36
Czechia,Y15-24,2014,15.9
Germany (until 1990 former territory of the FRG),Y15-24,2014,7.7
Denmark,Y15-24,2014,14.2
Euro area - 19 countries  (from 2015),Y15-24,2014,23.7
Estonia,Y15-24,2014,15
Greece,Y15-24,2014,52.4
Spain,Y15-24,2014,53.2
European Union - 27 countries (from 2020),Y15-24,2014,23.5
European Union - 28 countries (2013-2020),Y15-24,2014,22.2
Finland,Y15-24,2014,20.5
France,Y15-24,2014,24.2
Croatia,Y15-24,2014,45.5
Hungary,Y15-24,2014,20.4
Ireland,Y15-24,2014,23.4
Iceland,Y15-24,2014,9.8
Italy,Y15-24,2014,42.7
Lithuania,Y15-24,2014,19.3
Luxembourg,Y15-24,2014,22.6
Latvia,Y15-24,2014,19.6
Montenegro,Y15-24,2014,35.8
North Macedonia,Y15-24,2014,53.1
Malta,Y15-24,2014,11.7
Netherlands,Y15-24,2014,12.7
Norway,Y15-24,2014,7.9
Poland,Y15-24,2014,23.9
Portugal,Y15-24,2014,34.8
Romania,Y15-24,2014,24
Serbia,Y15-24,2014,47.3
Sweden,Y15-24,2014,22.9
Slovenia,Y15-24,2014,20.2
Slovakia,Y15-24,2014,29.7
Turkey,Y15-24,2014,17.8
United Kingdom,Y15-24,2014,17
Austria,Y15-74,2014,5.6
Belgium,Y15-74,2014,8.5
Bulgaria,Y15-74,2014,11.4
Switzerland,Y15-74,2014,4.9
Cyprus,Y15-74,2014,16.1
Czechia,Y15-74,2014,6.1
Germany (until 1990 former territory of the FRG),Y15-74,2014,5
Denmark,Y15-74,2014,6.9
Euro area - 19 countries  (from 2015),Y15-74,2014,11.6
Estonia,Y15-74,2014,7.4
Greece,Y15-74,2014,26.5
Spain,Y15-74,2014,24.5
European Union - 27 countries (from 2020),Y15-74,2014,10.9
European Union - 28 countries (2013-2020),Y15-74,2014,10.2
Finland,Y15-74,2014,8.7
France,Y15-74,2014,10.3
Croatia,Y15-74,2014,17.3
Hungary,Y15-74,2014,7.7
Ireland,Y15-74,2014,11.9
Iceland,Y15-74,2014,4.9
Italy,Y15-74,2014,12.7
Lithuania,Y15-74,2014,10.7
Luxembourg,Y15-74,2014,5.9
Latvia,Y15-74,2014,10.8
Montenegro,Y15-74,2014,18
North Macedonia,Y15-74,2014,28
Malta,Y15-74,2014,5.7
Netherlands,Y15-74,2014,7.4
Norway,Y15-74,2014,3.5
Poland,Y15-74,2014,9
Portugal,Y15-74,2014,14.1
Romania,Y15-74,2014,6.8
Serbia,Y15-74,2014,19.4
Sweden,Y15-74,2014,8
Slovenia,Y15-74,2014,9.7
Slovakia,Y15-74,2014,13.2
Turkey,Y15-74,2014,9.9
United Kingdom,Y15-74,2014,6.1
Austria,Y20-64,2014,5.5
Belgium,Y20-64,2014,8.4
Bulgaria,Y20-64,2014,11.3
Switzerland,Y20-64,2014,4.8
Cyprus,Y20-64,2014,16
Czechia,Y20-64,2014,6
Germany (until 1990 former territory of the FRG),Y20-64,2014,5
Denmark,Y20-64,2014,6.5
Euro area - 19 countries  (from 2015),Y20-64,2014,11.5
Estonia,Y20-64,2014,7.3
Greece,Y20-64,2014,26.4
Spain,Y20-64,2014,24.1
European Union - 27 countries (from 2020),Y20-64,2014,10.7
European Union - 28 countries (2013-2020),Y20-64,2014,10
Finland,Y20-64,2014,8
France,Y20-64,2014,9.9
Croatia,Y20-64,2014,16.5
Hungary,Y20-64,2014,7.6
Ireland,Y20-64,2014,11.5
Iceland,Y20-64,2014,4.4
Italy,Y20-64,2014,12.5
Lithuania,Y20-64,2014,10.8
Luxembourg,Y20-64,2014,5.6
Latvia,Y20-64,2014,10.9
Montenegro,Y20-64,2014,17.8
North Macedonia,Y20-64,2014,27.5
Malta,Y20-64,2014,5.3
Netherlands,Y20-64,2014,6.9
Norway,Y20-64,2014,3.3
Poland,Y20-64,2014,8.9
Portugal,Y20-64,2014,14.1
Romania,Y20-64,2014,6.7
Serbia,Y20-64,2014,19.4
Sweden,Y20-64,2014,7.1
Slovenia,Y20-64,2014,9.8
Slovakia,Y20-64,2014,12.9
Turkey,Y20-64,2014,9.7
United Kingdom,Y20-64,2014,5.4
Austria,Y25-29,2014,7.2
Belgium,Y25-29,2014,11.9
Bulgaria,Y25-29,2014,14.4
Switzerland,Y25-29,2014,6.3
Cyprus,Y25-29,2014,19.9
Czechia,Y25-29,2014,7.4
Germany (until 1990 former territory of the FRG),Y25-29,2014,6.1
Denmark,Y25-29,2014,9.9
Euro area - 19 countries  (from 2015),Y25-29,2014,16
Estonia,Y25-29,2014,9.2
Greece,Y25-29,2014,40.8
Spain,Y25-29,2014,30.3
European Union - 27 countries (from 2020),Y25-29,2014,14.8
European Union - 28 countries (2013-2020),Y25-29,2014,13.6
Finland,Y25-29,2014,10.1
France,Y25-29,2014,14.5
Croatia,Y25-29,2014,22.7
Hungary,Y25-29,2014,9.4
Ireland,Y25-29,2014,15.5
Iceland,Y25-29,2014,7.3
Italy,Y25-29,2014,23.6
Lithuania,Y25-29,2014,11
Luxembourg,Y25-29,2014,7.7
Latvia,Y25-29,2014,10.7
Montenegro,Y25-29,2014,25
North Macedonia,Y25-29,2014,39.3
Malta,Y25-29,2014,5.9
Netherlands,Y25-29,2014,7.2
Norway,Y25-29,2014,5.7
Poland,Y25-29,2014,11.8
Portugal,Y25-29,2014,18.3
Romania,Y25-29,2014,10.5
Serbia,Y25-29,2014,30.6
Sweden,Y25-29,2014,9.1
Slovenia,Y25-29,2014,18
Slovakia,Y25-29,2014,16.1
Turkey,Y25-29,2014,12.9
United Kingdom,Y25-29,2014,6.9
Austria,Y25-54,2014,5.2
Belgium,Y25-54,2014,7.6
Bulgaria,Y25-54,2014,10.5
Switzerland,Y25-54,2014,4.6
Cyprus,Y25-54,2014,13.9
Czechia,Y25-54,2014,5.6
Germany (until 1990 former territory of the FRG),Y25-54,2014,4.7
Denmark,Y25-54,2014,6
Euro area - 19 countries  (from 2015),Y25-54,2014,11
Estonia,Y25-54,2014,7.2
Greece,Y25-54,2014,26
Spain,Y25-54,2014,22.8
European Union - 27 countries (from 2020),Y25-54,2014,10.1
European Union - 28 countries (2013-2020),Y25-54,2014,9.5
Finland,Y25-54,2014,7.1
France,Y25-54,2014,9.2
Croatia,Y25-54,2014,15.3
Hungary,Y25-54,2014,6.8
Ireland,Y25-54,2014,10.7
Iceland,Y25-54,2014,4.3
Italy,Y25-54,2014,11.8
Lithuania,Y25-54,2014,9.9
Luxembourg,Y25-54,2014,4.9
Latvia,Y25-54,2014,10.4
Montenegro,Y25-54,2014,17.1
North Macedonia,Y25-54,2014,25.8
Malta,Y25-54,2014,4.6
Netherlands,Y25-54,2014,6.2
Norway,Y25-54,2014,3.3
Poland,Y25-54,2014,7.9
Portugal,Y25-54,2014,12.7
Romania,Y25-54,2014,6.1
Serbia,Y25-54,2014,18.7
Sweden,Y25-54,2014,6
Slovenia,Y25-54,2014,9.3
Slovakia,Y25-54,2014,12
Turkey,Y25-54,2014,8.7
United Kingdom,Y25-54,2014,4.6
Austria,Y55-64,2014,3.8
Belgium,Y55-64,2014,5.4
Bulgaria,Y55-64,2014,11.7
Switzerland,Y55-64,2014,3.3
Cyprus,Y55-64,2014,16.3
Czechia,Y55-64,2014,4.9
Germany (until 1990 former territory of the FRG),Y55-64,2014,5.1
Denmark,Y55-64,2014,5.2
Euro area - 19 countries  (from 2015),Y55-64,2014,8.4
Estonia,Y55-64,2014,5.4
Greece,Y55-64,2014,17.2
Spain,Y55-64,2014,20
European Union - 27 countries (from 2020),Y55-64,2014,7.9
European Union - 28 countries (2013-2020),Y55-64,2014,7.4
Finland,Y55-64,2014,7.3
France,Y55-64,2014,7.5
Croatia,Y55-64,2014,11.6
Hungary,Y55-64,2014,6.4
Ireland,Y55-64,2014,9.6
Iceland,Y55-64,2014,3
Italy,Y55-64,2014,5.5
Lithuania,Y55-64,2014,10.7
Luxembourg,Y55-64,2014,4.3
Latvia,Y55-64,2014,9.9
Montenegro,Y55-64,2014,10.9
North Macedonia,Y55-64,2014,22.7
Malta,Y55-64,2014,6.1
Netherlands,Y55-64,2014,7.7
Norway,Y55-64,2014,1.3
Poland,Y55-64,2014,6.8
Portugal,Y55-64,2014,13.5
Romania,Y55-64,2014,3.3
