Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;10 ComunitatValenciana;Menores de 25 años;2016_T1;47.54
Hombres;10 ComunitatValenciana;Menores de 25 años;2015_T4;43.79
Hombres;10 ComunitatValenciana;Menores de 25 años;2015_T3;47.61
Hombres;10 ComunitatValenciana;Menores de 25 años;2015_T2;51.62
Hombres;10 ComunitatValenciana;Menores de 25 años;2015_T1;51.9
Hombres;10 ComunitatValenciana;25 y más años;2020_T3;13.22
Hombres;10 ComunitatValenciana;25 y más años;2020_T2;13.27
Hombres;10 ComunitatValenciana;25 y más años;2020_T1;11.75
Hombres;10 ComunitatValenciana;25 y más años;2019_T4;11.08
Hombres;10 ComunitatValenciana;25 y más años;2019_T3;10.18
Hombres;10 ComunitatValenciana;25 y más años;2019_T2;10.53
Hombres;10 ComunitatValenciana;25 y más años;2019_T1;10.82
Hombres;10 ComunitatValenciana;25 y más años;2018_T4;11.17
Hombres;10 ComunitatValenciana;25 y más años;2018_T3;11.89
Hombres;10 ComunitatValenciana;25 y más años;2018_T2;12.73
Hombres;10 ComunitatValenciana;25 y más años;2018_T1;13.85
Hombres;10 ComunitatValenciana;25 y más años;2017_T4;12.87
Hombres;10 ComunitatValenciana;25 y más años;2017_T3;14.02
Hombres;10 ComunitatValenciana;25 y más años;2017_T2;13.85
Hombres;10 ComunitatValenciana;25 y más años;2017_T1;16.53
Hombres;10 ComunitatValenciana;25 y más años;2016_T4;15.67
Hombres;10 ComunitatValenciana;25 y más años;2016_T3;16.3
Hombres;10 ComunitatValenciana;25 y más años;2016_T2;16.98
Hombres;10 ComunitatValenciana;25 y más años;2016_T1;18.82
Hombres;10 ComunitatValenciana;25 y más años;2015_T4;18.64
Hombres;10 ComunitatValenciana;25 y más años;2015_T3;19.04
Hombres;10 ComunitatValenciana;25 y más años;2015_T2;20.12
Hombres;10 ComunitatValenciana;25 y más años;2015_T1;21.46
Hombres;10 ComunitatValenciana;De 16 a 19 años;2020_T3;43.19
Hombres;10 ComunitatValenciana;De 16 a 19 años;2020_T2;58.27
Hombres;10 ComunitatValenciana;De 16 a 19 años;2020_T1;33.75
Hombres;10 ComunitatValenciana;De 16 a 19 años;2019_T4;38.59
Hombres;10 ComunitatValenciana;De 16 a 19 años;2019_T3;35.45
Hombres;10 ComunitatValenciana;De 16 a 19 años;2019_T2;44.76
Hombres;10 ComunitatValenciana;De 16 a 19 años;2019_T1;29.71
Hombres;10 ComunitatValenciana;De 16 a 19 años;2018_T4;52.85
Hombres;10 ComunitatValenciana;De 16 a 19 años;2018_T3;39.51
Hombres;10 ComunitatValenciana;De 16 a 19 años;2018_T2;43.73
Hombres;10 ComunitatValenciana;De 16 a 19 años;2018_T1;56.61
Hombres;10 ComunitatValenciana;De 16 a 19 años;2017_T4;55.51
Hombres;10 ComunitatValenciana;De 16 a 19 años;2017_T3;51.04
Hombres;10 ComunitatValenciana;De 16 a 19 años;2017_T2;51.87
Hombres;10 ComunitatValenciana;De 16 a 19 años;2017_T1;45.82
Hombres;10 ComunitatValenciana;De 16 a 19 años;2016_T4;40.49
Hombres;10 ComunitatValenciana;De 16 a 19 años;2016_T3;50.79
Hombres;10 ComunitatValenciana;De 16 a 19 años;2016_T2;64.19
Hombres;10 ComunitatValenciana;De 16 a 19 años;2016_T1;69.02
Hombres;10 ComunitatValenciana;De 16 a 19 años;2015_T4;56.73
Hombres;10 ComunitatValenciana;De 16 a 19 años;2015_T3;61.19
Hombres;10 ComunitatValenciana;De 16 a 19 años;2015_T2;58.83
Hombres;10 ComunitatValenciana;De 16 a 19 años;2015_T1;71.43
Hombres;10 ComunitatValenciana;De 20 a 24 años;2020_T3;33.83
Hombres;10 ComunitatValenciana;De 20 a 24 años;2020_T2;29.99
Hombres;10 ComunitatValenciana;De 20 a 24 años;2020_T1;26.44
Hombres;10 ComunitatValenciana;De 20 a 24 años;2019_T4;17.47
Hombres;10 ComunitatValenciana;De 20 a 24 años;2019_T3;23.4
Hombres;10 ComunitatValenciana;De 20 a 24 años;2019_T2;29.41
Hombres;10 ComunitatValenciana;De 20 a 24 años;2019_T1;26.46
Hombres;10 ComunitatValenciana;De 20 a 24 años;2018_T4;28.16
Hombres;10 ComunitatValenciana;De 20 a 24 años;2018_T3;32.36
Hombres;10 ComunitatValenciana;De 20 a 24 años;2018_T2;29.48
Hombres;10 ComunitatValenciana;De 20 a 24 años;2018_T1;39.12
Hombres;10 ComunitatValenciana;De 20 a 24 años;2017_T4;35.96
Hombres;10 ComunitatValenciana;De 20 a 24 años;2017_T3;39.44
Hombres;10 ComunitatValenciana;De 20 a 24 años;2017_T2;42.08
Hombres;10 ComunitatValenciana;De 20 a 24 años;2017_T1;48.46
Hombres;10 ComunitatValenciana;De 20 a 24 años;2016_T4;43.78
Hombres;10 ComunitatValenciana;De 20 a 24 años;2016_T3;41.6
Hombres;10 ComunitatValenciana;De 20 a 24 años;2016_T2;39.67
Hombres;10 ComunitatValenciana;De 20 a 24 años;2016_T1;41.46
Hombres;10 ComunitatValenciana;De 20 a 24 años;2015_T4;40.3
Hombres;10 ComunitatValenciana;De 20 a 24 años;2015_T3;43.77
Hombres;10 ComunitatValenciana;De 20 a 24 años;2015_T2;49.8
Hombres;10 ComunitatValenciana;De 20 a 24 años;2015_T1;46.1
Hombres;10 ComunitatValenciana;De 25 a 54 años;2020_T3;13.24
Hombres;10 ComunitatValenciana;De 25 a 54 años;2020_T2;13.42
Hombres;10 ComunitatValenciana;De 25 a 54 años;2020_T1;11.87
Hombres;10 ComunitatValenciana;De 25 a 54 años;2019_T4;11
Hombres;10 ComunitatValenciana;De 25 a 54 años;2019_T3;9.85
Hombres;10 ComunitatValenciana;De 25 a 54 años;2019_T2;10.42
Hombres;10 ComunitatValenciana;De 25 a 54 años;2019_T1;10.7
Hombres;10 ComunitatValenciana;De 25 a 54 años;2018_T4;11.27
Hombres;10 ComunitatValenciana;De 25 a 54 años;2018_T3;11.58
Hombres;10 ComunitatValenciana;De 25 a 54 años;2018_T2;12.29
Hombres;10 ComunitatValenciana;De 25 a 54 años;2018_T1;13.98
Hombres;10 ComunitatValenciana;De 25 a 54 años;2017_T4;12.13
Hombres;10 ComunitatValenciana;De 25 a 54 años;2017_T3;13.54
Hombres;10 ComunitatValenciana;De 25 a 54 años;2017_T2;13.3
Hombres;10 ComunitatValenciana;De 25 a 54 años;2017_T1;16.17
Hombres;10 ComunitatValenciana;De 25 a 54 años;2016_T4;15.28
Hombres;10 ComunitatValenciana;De 25 a 54 años;2016_T3;16.21
Hombres;10 ComunitatValenciana;De 25 a 54 años;2016_T2;16.95
Hombres;10 ComunitatValenciana;De 25 a 54 años;2016_T1;18.44
Hombres;10 ComunitatValenciana;De 25 a 54 años;2015_T4;17.74
Hombres;10 ComunitatValenciana;De 25 a 54 años;2015_T3;18.36
Hombres;10 ComunitatValenciana;De 25 a 54 años;2015_T2;19.61
Hombres;10 ComunitatValenciana;De 25 a 54 años;2015_T1;21.95
Hombres;10 ComunitatValenciana;De 55 y más años;2020_T3;13.15
Hombres;10 ComunitatValenciana;De 55 y más años;2020_T2;12.7
Hombres;10 ComunitatValenciana;De 55 y más años;2020_T1;11.28
Hombres;10 ComunitatValenciana;De 55 y más años;2019_T4;11.43
Hombres;10 ComunitatValenciana;De 55 y más años;2019_T3;11.53
Hombres;10 ComunitatValenciana;De 55 y más años;2019_T2;10.96
Hombres;10 ComunitatValenciana;De 55 y más años;2019_T1;11.31
Hombres;10 ComunitatValenciana;De 55 y más años;2018_T4;10.73
Hombres;10 ComunitatValenciana;De 55 y más años;2018_T3;13.22
Hombres;10 ComunitatValenciana;De 55 y más años;2018_T2;14.66
Hombres;10 ComunitatValenciana;De 55 y más años;2018_T1;13.28
Hombres;10 ComunitatValenciana;De 55 y más años;2017_T4;16.23
Hombres;10 ComunitatValenciana;De 55 y más años;2017_T3;16.21
Hombres;10 ComunitatValenciana;De 55 y más años;2017_T2;16.37
Hombres;10 ComunitatValenciana;De 55 y más años;2017_T1;18.22
Hombres;10 ComunitatValenciana;De 55 y más años;2016_T4;17.48
Hombres;10 ComunitatValenciana;De 55 y más años;2016_T3;16.7
Hombres;10 ComunitatValenciana;De 55 y más años;2016_T2;17.16
Hombres;10 ComunitatValenciana;De 55 y más años;2016_T1;20.74
Hombres;10 ComunitatValenciana;De 55 y más años;2015_T4;23.12
Hombres;10 ComunitatValenciana;De 55 y más años;2015_T3;22.6
Hombres;10 ComunitatValenciana;De 55 y más años;2015_T2;22.87
Hombres;10 ComunitatValenciana;De 55 y más años;2015_T1;18.73
Hombres;11 Extremadura;Total;2020_T3;17.21
Hombres;11 Extremadura;Total;2020_T2;17.83
Hombres;11 Extremadura;Total;2020_T1;19.88
Hombres;11 Extremadura;Total;2019_T4;19.26
Hombres;11 Extremadura;Total;2019_T3;15.3
Hombres;11 Extremadura;Total;2019_T2;15.36
Hombres;11 Extremadura;Total;2019_T1;16.48
Hombres;11 Extremadura;Total;2018_T4;18.56
Hombres;11 Extremadura;Total;2018_T3;17.84
Hombres;11 Extremadura;Total;2018_T2;19.67
Hombres;11 Extremadura;Total;2018_T1;21.45
Hombres;11 Extremadura;Total;2017_T4;21.22
Hombres;11 Extremadura;Total;2017_T3;22.28
Hombres;11 Extremadura;Total;2017_T2;21.9
Hombres;11 Extremadura;Total;2017_T1;25.38
Hombres;11 Extremadura;Total;2016_T4;24.27
Hombres;11 Extremadura;Total;2016_T3;22.04
Hombres;11 Extremadura;Total;2016_T2;23.49
Hombres;11 Extremadura;Total;2016_T1;25.11
Hombres;11 Extremadura;Total;2015_T4;23.68
Hombres;11 Extremadura;Total;2015_T3;26.44
Hombres;11 Extremadura;Total;2015_T2;26.28
Hombres;11 Extremadura;Total;2015_T1;26.26
Hombres;11 Extremadura;Menores de 25 años;2020_T3;42.97
Hombres;11 Extremadura;Menores de 25 años;2020_T2;49.81
Hombres;11 Extremadura;Menores de 25 años;2020_T1;42.98
Hombres;11 Extremadura;Menores de 25 años;2019_T4;41.41
Hombres;11 Extremadura;Menores de 25 años;2019_T3;33.33
Hombres;11 Extremadura;Menores de 25 años;2019_T2;33.81
Hombres;11 Extremadura;Menores de 25 años;2019_T1;41.28
Hombres;11 Extremadura;Menores de 25 años;2018_T4;51.14
Hombres;11 Extremadura;Menores de 25 años;2018_T3;37.8
Hombres;11 Extremadura;Menores de 25 años;2018_T2;41.59
Hombres;11 Extremadura;Menores de 25 años;2018_T1;45.83
Hombres;11 Extremadura;Menores de 25 años;2017_T4;47.68
Hombres;11 Extremadura;Menores de 25 años;2017_T3;39.99
Hombres;11 Extremadura;Menores de 25 años;2017_T2;44.01
Hombres;11 Extremadura;Menores de 25 años;2017_T1;49.82
Hombres;11 Extremadura;Menores de 25 años;2016_T4;54.71
Hombres;11 Extremadura;Menores de 25 años;2016_T3;47.63
Hombres;11 Extremadura;Menores de 25 años;2016_T2;49.32
Hombres;11 Extremadura;Menores de 25 años;2016_T1;46.17
Hombres;11 Extremadura;Menores de 25 años;2015_T4;49.2
Hombres;11 Extremadura;Menores de 25 años;2015_T3;59.37
Hombres;11 Extremadura;Menores de 25 años;2015_T2;49.04
Hombres;11 Extremadura;Menores de 25 años;2015_T1;50.25
Hombres;11 Extremadura;25 y más años;2020_T3;15.1
Hombres;11 Extremadura;25 y más años;2020_T2;15.56
Hombres;11 Extremadura;25 y más años;2020_T1;18.11
Hombres;11 Extremadura;25 y más años;2019_T4;17.5
Hombres;11 Extremadura;25 y más años;2019_T3;13.73
Hombres;11 Extremadura;25 y más años;2019_T2;14.09
Hombres;11 Extremadura;25 y más años;2019_T1;14.78
Hombres;11 Extremadura;25 y más años;2018_T4;16.23
Hombres;11 Extremadura;25 y más años;2018_T3;16.33
Hombres;11 Extremadura;25 y más años;2018_T2;17.99
Hombres;11 Extremadura;25 y más años;2018_T1;19.65
Hombres;11 Extremadura;25 y más años;2017_T4;19.26
Hombres;11 Extremadura;25 y más años;2017_T3;20.92
Hombres;11 Extremadura;25 y más años;2017_T2;20.31
Hombres;11 Extremadura;25 y más años;2017_T1;23.5
Hombres;11 Extremadura;25 y más años;2016_T4;21.89
Hombres;11 Extremadura;25 y más años;2016_T3;19.97
Hombres;11 Extremadura;25 y más años;2016_T2;21.44
Hombres;11 Extremadura;25 y más años;2016_T1;23.37
Hombres;11 Extremadura;25 y más años;2015_T4;21.44
Hombres;11 Extremadura;25 y más años;2015_T3;23.28
Hombres;11 Extremadura;25 y más años;2015_T2;24.28
Hombres;11 Extremadura;25 y más años;2015_T1;24.33
Hombres;11 Extremadura;De 16 a 19 años;2020_T3;64.23
Hombres;11 Extremadura;De 16 a 19 años;2020_T2;67.88
Hombres;11 Extremadura;De 16 a 19 años;2020_T1;67.27
Hombres;11 Extremadura;De 16 a 19 años;2019_T4;63.96
Hombres;11 Extremadura;De 16 a 19 años;2019_T3;47.17
Hombres;11 Extremadura;De 16 a 19 años;2019_T2;49.59
Hombres;11 Extremadura;De 16 a 19 años;2019_T1;53.37
Hombres;11 Extremadura;De 16 a 19 años;2018_T4;56.4
Hombres;11 Extremadura;De 16 a 19 años;2018_T3;56.66
Hombres;11 Extremadura;De 16 a 19 años;2018_T2;53.69
Hombres;11 Extremadura;De 16 a 19 años;2018_T1;38.48
Hombres;11 Extremadura;De 16 a 19 años;2017_T4;45.31
Hombres;11 Extremadura;De 16 a 19 años;2017_T3;58.19
Hombres;11 Extremadura;De 16 a 19 años;2017_T2;55.38
Hombres;11 Extremadura;De 16 a 19 años;2017_T1;44.11
Hombres;11 Extremadura;De 16 a 19 años;2016_T4;51.41
Hombres;11 Extremadura;De 16 a 19 años;2016_T3;29.07
Hombres;11 Extremadura;De 16 a 19 años;2016_T2;54.93
Hombres;11 Extremadura;De 16 a 19 años;2016_T1;59.89
Hombres;11 Extremadura;De 16 a 19 años;2015_T4;78.61
Hombres;11 Extremadura;De 16 a 19 años;2015_T3;84.29
Hombres;11 Extremadura;De 16 a 19 años;2015_T2;71.65
Hombres;11 Extremadura;De 16 a 19 años;2015_T1;71.69
Hombres;11 Extremadura;De 20 a 24 años;2020_T3;37.68
Hombres;11 Extremadura;De 20 a 24 años;2020_T2;45.91
Hombres;11 Extremadura;De 20 a 24 años;2020_T1;37.41
Hombres;11 Extremadura;De 20 a 24 años;2019_T4;35.45
Hombres;11 Extremadura;De 20 a 24 años;2019_T3;29.52
Hombres;11 Extremadura;De 20 a 24 años;2019_T2;29.78
Hombres;11 Extremadura;De 20 a 24 años;2019_T1;38.37
Hombres;11 Extremadura;De 20 a 24 años;2018_T4;49.67
Hombres;11 Extremadura;De 20 a 24 años;2018_T3;32.59
Hombres;11 Extremadura;De 20 a 24 años;2018_T2;37.72
Hombres;11 Extremadura;De 20 a 24 años;2018_T1;47.2
Hombres;11 Extremadura;De 20 a 24 años;2017_T4;48.23
Hombres;11 Extremadura;De 20 a 24 años;2017_T3;35.63
Hombres;11 Extremadura;De 20 a 24 años;2017_T2;40.96
Hombres;11 Extremadura;De 20 a 24 años;2017_T1;50.95
Hombres;11 Extremadura;De 20 a 24 años;2016_T4;55.41
Hombres;11 Extremadura;De 20 a 24 años;2016_T3;51.75
Hombres;11 Extremadura;De 20 a 24 años;2016_T2;47.99
Hombres;11 Extremadura;De 20 a 24 años;2016_T1;43.32
Hombres;11 Extremadura;De 20 a 24 años;2015_T4;44.25
Hombres;11 Extremadura;De 20 a 24 años;2015_T3;51.99
Hombres;11 Extremadura;De 20 a 24 años;2015_T2;43.7
Hombres;11 Extremadura;De 20 a 24 años;2015_T1;45.7
Hombres;11 Extremadura;De 25 a 54 años;2020_T3;14.83
Hombres;11 Extremadura;De 25 a 54 años;2020_T2;15.58
Hombres;11 Extremadura;De 25 a 54 años;2020_T1;19.02
Hombres;11 Extremadura;De 25 a 54 años;2019_T4;18.37
Hombres;11 Extremadura;De 25 a 54 años;2019_T3;13.9
Hombres;11 Extremadura;De 25 a 54 años;2019_T2;13.94
Hombres;11 Extremadura;De 25 a 54 años;2019_T1;15.55
Hombres;11 Extremadura;De 25 a 54 años;2018_T4;16.22
Hombres;11 Extremadura;De 25 a 54 años;2018_T3;16.48
Hombres;11 Extremadura;De 25 a 54 años;2018_T2;17.49
Hombres;11 Extremadura;De 25 a 54 años;2018_T1;19.12
Hombres;11 Extremadura;De 25 a 54 años;2017_T4;19.18
Hombres;11 Extremadura;De 25 a 54 años;2017_T3;21.36
Hombres;11 Extremadura;De 25 a 54 años;2017_T2;20.25
Hombres;11 Extremadura;De 25 a 54 años;2017_T1;23.93
Hombres;11 Extremadura;De 25 a 54 años;2016_T4;21.31
Hombres;11 Extremadura;De 25 a 54 años;2016_T3;19.61
Hombres;11 Extremadura;De 25 a 54 años;2016_T2;21.51
Hombres;11 Extremadura;De 25 a 54 años;2016_T1;23.62
Hombres;11 Extremadura;De 25 a 54 años;2015_T4;20.94
Hombres;11 Extremadura;De 25 a 54 años;2015_T3;23.26
Hombres;11 Extremadura;De 25 a 54 años;2015_T2;25.11
Hombres;11 Extremadura;De 25 a 54 años;2015_T1;25.01
Hombres;11 Extremadura;De 55 y más años;2020_T3;15.99
Hombres;11 Extremadura;De 55 y más años;2020_T2;15.46
Hombres;11 Extremadura;De 55 y más años;2020_T1;14.97
Hombres;11 Extremadura;De 55 y más años;2019_T4;14.41
Hombres;11 Extremadura;De 55 y más años;2019_T3;13.12
Hombres;11 Extremadura;De 55 y más años;2019_T2;14.62
Hombres;11 Extremadura;De 55 y más años;2019_T1;11.76
Hombres;11 Extremadura;De 55 y más años;2018_T4;16.26
Hombres;11 Extremadura;De 55 y más años;2018_T3;15.7
Hombres;11 Extremadura;De 55 y más años;2018_T2;19.94
Hombres;11 Extremadura;De 55 y más años;2018_T1;21.76
Hombres;11 Extremadura;De 55 y más años;2017_T4;19.63
Hombres;11 Extremadura;De 55 y más años;2017_T3;18.95
Hombres;11 Extremadura;De 55 y más años;2017_T2;20.58
Hombres;11 Extremadura;De 55 y más años;2017_T1;21.61
Hombres;11 Extremadura;De 55 y más años;2016_T4;24.38
Hombres;11 Extremadura;De 55 y más años;2016_T3;21.66
Hombres;11 Extremadura;De 55 y más años;2016_T2;21.1
Hombres;11 Extremadura;De 55 y más años;2016_T1;22.24
Hombres;11 Extremadura;De 55 y más años;2015_T4;23.76
Hombres;11 Extremadura;De 55 y más años;2015_T3;23.35
Hombres;11 Extremadura;De 55 y más años;2015_T2;20.12
Hombres;11 Extremadura;De 55 y más años;2015_T1;20.88
Hombres;12 Galicia;Total;2020_T3;10.68
Hombres;12 Galicia;Total;2020_T2;11.5
Hombres;12 Galicia;Total;2020_T1;11.12
Hombres;12 Galicia;Total;2019_T4;10.3
Hombres;12 Galicia;Total;2019_T3;9.84
Hombres;12 Galicia;Total;2019_T2;10.72
Hombres;12 Galicia;Total;2019_T1;12.15
Hombres;12 Galicia;Total;2018_T4;11.34
Hombres;12 Galicia;Total;2018_T3;11.14
Hombres;12 Galicia;Total;2018_T2;12.82
Hombres;12 Galicia;Total;2018_T1;14.25
Hombres;12 Galicia;Total;2017_T4;14.25
Hombres;12 Galicia;Total;2017_T3;13.24
Hombres;12 Galicia;Total;2017_T2;15.33
Hombres;12 Galicia;Total;2017_T1;17.19
Hombres;12 Galicia;Total;2016_T4;15.63
Hombres;12 Galicia;Total;2016_T3;15.71
Hombres;12 Galicia;Total;2016_T2;17.23
Hombres;12 Galicia;Total;2016_T1;17.6
Hombres;12 Galicia;Total;2015_T4;16.98
Hombres;12 Galicia;Total;2015_T3;16.67
Hombres;12 Galicia;Total;2015_T2;19.45
Hombres;12 Galicia;Total;2015_T1;21.48
Hombres;12 Galicia;Menores de 25 años;2020_T3;32.76
Hombres;12 Galicia;Menores de 25 años;2020_T2;35.34
Hombres;12 Galicia;Menores de 25 años;2020_T1;27.9
Hombres;12 Galicia;Menores de 25 años;2019_T4;25.98
Hombres;12 Galicia;Menores de 25 años;2019_T3;26.03
Hombres;12 Galicia;Menores de 25 años;2019_T2;26.54
Hombres;12 Galicia;Menores de 25 años;2019_T1;35.28
Hombres;12 Galicia;Menores de 25 años;2018_T4;30.54
Hombres;12 Galicia;Menores de 25 años;2018_T3;27.36
Hombres;12 Galicia;Menores de 25 años;2018_T2;28.71
Hombres;12 Galicia;Menores de 25 años;2018_T1;36.54
Hombres;12 Galicia;Menores de 25 años;2017_T4;37.72
Hombres;12 Galicia;Menores de 25 años;2017_T3;34.74
Hombres;12 Galicia;Menores de 25 años;2017_T2;34.21
Hombres;12 Galicia;Menores de 25 años;2017_T1;36.86
Hombres;12 Galicia;Menores de 25 años;2016_T4;37.92
Hombres;12 Galicia;Menores de 25 años;2016_T3;38.5
Hombres;12 Galicia;Menores de 25 años;2016_T2;41.08
Hombres;12 Galicia;Menores de 25 años;2016_T1;39.27
Hombres;12 Galicia;Menores de 25 años;2015_T4;42.12
Hombres;12 Galicia;Menores de 25 años;2015_T3;41.95
Hombres;12 Galicia;Menores de 25 años;2015_T2;49.03
Hombres;12 Galicia;Menores de 25 años;2015_T1;49.99
Hombres;12 Galicia;25 y más años;2020_T3;9.5
Hombres;12 Galicia;25 y más años;2020_T2;10.37
Hombres;12 Galicia;25 y más años;2020_T1;10.24
Hombres;12 Galicia;25 y más años;2019_T4;9.48
Hombres;12 Galicia;25 y más años;2019_T3;8.85
Hombres;12 Galicia;25 y más años;2019_T2;9.9
Hombres;12 Galicia;25 y más años;2019_T1;11.02
Hombres;12 Galicia;25 y más años;2018_T4;10.35
Hombres;12 Galicia;25 y más años;2018_T3;10.23
Hombres;12 Galicia;25 y más años;2018_T2;12.04
Hombres;12 Galicia;25 y más años;2018_T1;13.16
Hombres;12 Galicia;25 y más años;2017_T4;13.08
Hombres;12 Galicia;25 y más años;2017_T3;12.03
Hombres;12 Galicia;25 y más años;2017_T2;14.33
Hombres;12 Galicia;25 y más años;2017_T1;16.17
Hombres;12 Galicia;25 y más años;2016_T4;14.46
Hombres;12 Galicia;25 y más años;2016_T3;14.38
Hombres;12 Galicia;25 y más años;2016_T2;15.92
Hombres;12 Galicia;25 y más años;2016_T1;16.47
Hombres;12 Galicia;25 y más años;2015_T4;15.68
Hombres;12 Galicia;25 y más años;2015_T3;15.18
Hombres;12 Galicia;25 y más años;2015_T2;17.82
Hombres;12 Galicia;25 y más años;2015_T1;20.01
Hombres;12 Galicia;De 16 a 19 años;2020_T3;43.96
Hombres;12 Galicia;De 16 a 19 años;2020_T2;46.78
Hombres;12 Galicia;De 16 a 19 años;2020_T1;32.33
Hombres;12 Galicia;De 16 a 19 años;2019_T4;36.4
Hombres;12 Galicia;De 16 a 19 años;2019_T3;31.44
Hombres;12 Galicia;De 16 a 19 años;2019_T2;41.56
Hombres;12 Galicia;De 16 a 19 años;2019_T1;50.95
Hombres;12 Galicia;De 16 a 19 años;2018_T4;34.61
Hombres;12 Galicia;De 16 a 19 años;2018_T3;29.66
Hombres;12 Galicia;De 16 a 19 años;2018_T2;35.8
Hombres;12 Galicia;De 16 a 19 años;2018_T1;45.3
Hombres;12 Galicia;De 16 a 19 años;2017_T4;62.02
Hombres;12 Galicia;De 16 a 19 años;2017_T3;56.69
Hombres;12 Galicia;De 16 a 19 años;2017_T2;62.18
Hombres;12 Galicia;De 16 a 19 años;2017_T1;65.26
Hombres;12 Galicia;De 16 a 19 años;2016_T4;23.13
Hombres;12 Galicia;De 16 a 19 años;2016_T3;57.83
Hombres;12 Galicia;De 16 a 19 años;2016_T2;60.11
Hombres;12 Galicia;De 16 a 19 años;2016_T1;56.69
Hombres;12 Galicia;De 16 a 19 años;2015_T4;51.53
Hombres;12 Galicia;De 16 a 19 años;2015_T3;64.34
Hombres;12 Galicia;De 16 a 19 años;2015_T2;77.96
Hombres;12 Galicia;De 16 a 19 años;2015_T1;68.57
Hombres;12 Galicia;De 20 a 24 años;2020_T3;30.21
Hombres;12 Galicia;De 20 a 24 años;2020_T2;33.1
Hombres;12 Galicia;De 20 a 24 años;2020_T1;27.09
Hombres;12 Galicia;De 20 a 24 años;2019_T4;24.26
Hombres;12 Galicia;De 20 a 24 años;2019_T3;24.9
Hombres;12 Galicia;De 20 a 24 años;2019_T2;23.24
Hombres;12 Galicia;De 20 a 24 años;2019_T1;32.36
Hombres;12 Galicia;De 20 a 24 años;2018_T4;29.85
Hombres;12 Galicia;De 20 a 24 años;2018_T3;26.78
Hombres;12 Galicia;De 20 a 24 años;2018_T2;27.18
Hombres;12 Galicia;De 20 a 24 años;2018_T1;34.86
Hombres;12 Galicia;De 20 a 24 años;2017_T4;33.42
Hombres;12 Galicia;De 20 a 24 años;2017_T3;31
Hombres;12 Galicia;De 20 a 24 años;2017_T2;31.2
Hombres;12 Galicia;De 20 a 24 años;2017_T1;33.92
Hombres;12 Galicia;De 20 a 24 años;2016_T4;38.85
Hombres;12 Galicia;De 20 a 24 años;2016_T3;36.12
Hombres;12 Galicia;De 20 a 24 años;2016_T2;38.72
Hombres;12 Galicia;De 20 a 24 años;2016_T1;36.67
Hombres;12 Galicia;De 20 a 24 años;2015_T4;40.79
Hombres;12 Galicia;De 20 a 24 años;2015_T3;38.58
Hombres;12 Galicia;De 20 a 24 años;2015_T2;43.31
Hombres;12 Galicia;De 20 a 24 años;2015_T1;47.25
Hombres;12 Galicia;De 25 a 54 años;2020_T3;9.71
Hombres;12 Galicia;De 25 a 54 años;2020_T2;11.1
Hombres;12 Galicia;De 25 a 54 años;2020_T1;10.62
Hombres;12 Galicia;De 25 a 54 años;2019_T4;9.45
Hombres;12 Galicia;De 25 a 54 años;2019_T3;8.87
Hombres;12 Galicia;De 25 a 54 años;2019_T2;9.99
Hombres;12 Galicia;De 25 a 54 años;2019_T1;11.52
Hombres;12 Galicia;De 25 a 54 años;2018_T4;10.28
Hombres;12 Galicia;De 25 a 54 años;2018_T3;10.39
Hombres;12 Galicia;De 25 a 54 años;2018_T2;12.09
Hombres;12 Galicia;De 25 a 54 años;2018_T1;13.23
Hombres;12 Galicia;De 25 a 54 años;2017_T4;12.83
Hombres;12 Galicia;De 25 a 54 años;2017_T3;11.81
Hombres;12 Galicia;De 25 a 54 años;2017_T2;14.32
Hombres;12 Galicia;De 25 a 54 años;2017_T1;16.46
Hombres;12 Galicia;De 25 a 54 años;2016_T4;14.68
Hombres;12 Galicia;De 25 a 54 años;2016_T3;14.58
Hombres;12 Galicia;De 25 a 54 años;2016_T2;16.04
Hombres;12 Galicia;De 25 a 54 años;2016_T1;16.73
Hombres;12 Galicia;De 25 a 54 años;2015_T4;15.71
Hombres;12 Galicia;De 25 a 54 años;2015_T3;15.15
Hombres;12 Galicia;De 25 a 54 años;2015_T2;18.19
Hombres;12 Galicia;De 25 a 54 años;2015_T1;20.88
Hombres;12 Galicia;De 55 y más años;2020_T3;8.72
Hombres;12 Galicia;De 55 y más años;2020_T2;7.71
Hombres;12 Galicia;De 55 y más años;2020_T1;8.86
Hombres;12 Galicia;De 55 y más años;2019_T4;9.6
Hombres;12 Galicia;De 55 y más años;2019_T3;8.77
Hombres;12 Galicia;De 55 y más años;2019_T2;9.51
Hombres;12 Galicia;De 55 y más años;2019_T1;8.98
Hombres;12 Galicia;De 55 y más años;2018_T4;10.65
Hombres;12 Galicia;De 55 y más años;2018_T3;9.57
Hombres;12 Galicia;De 55 y más años;2018_T2;11.84
Hombres;12 Galicia;De 55 y más años;2018_T1;12.86
Hombres;12 Galicia;De 55 y más años;2017_T4;14.14
Hombres;12 Galicia;De 55 y más años;2017_T3;12.98
Hombres;12 Galicia;De 55 y más años;2017_T2;14.38
Hombres;12 Galicia;De 55 y más años;2017_T1;14.86
Hombres;12 Galicia;De 55 y más años;2016_T4;13.45
Hombres;12 Galicia;De 55 y más años;2016_T3;13.45
Hombres;12 Galicia;De 55 y más años;2016_T2;15.37
